"seed","n","alpha","truth","alphahat","p0hat","p1hat","p2hat","p3hat"
18,200,0,"A",0.0305766432576917,0.301168828836727,0.123971421876354,0.382022610455772,0.192831706239161
19,200,0,"A",0.0255835077877844,0.119748096905122,0.508778775301709,0.122584639663435,0.248877824937814
20,200,0,"A",0.0342898954040358,0.318045240926732,0.155818861826225,0.289904758606467,0.236230147692849
21,200,0,"A",0.0304191368398273,0.261221499314271,0.12734023688625,0.522330233966731,0.089075104281587
22,200,0,"A",0.00915586955010403,0.183520716414551,0.344905692195862,0.309573158690525,0.162000402357108
23,200,0,"A",0.0516490862714596,0.260920961151645,0.309164925642337,0.0735777281462775,0.356284985484431
24,200,0,"A",0.0125079187355813,0.195248968372075,0.291337292419772,0.31903704680006,0.194375291971105
25,200,0,"A",0.021292469611647,0.249608662336815,0.220489877666986,0.26556456153651,0.264342367403698
26,200,0,"A",0.0185902120597729,0.134193686101991,0.402043559685815,0.203101080847683,0.260660016262775
27,200,0,"A",0.0574245429983337,0.325049937819061,0.00868639092237607,0.539069036287918,0.127151221349099
28,200,0,"A",0.00958972932024921,0.133795575576341,0.33329860252878,0.322028144326066,0.210878632905972
29,200,0,"A",0.00770281353331629,0.195210903625122,0.183256164102457,0.510497476023445,0.111032555533747
30,200,0,"A",0.0178554903435108,0.158018119393567,0.432007501313106,0.158835147013617,0.251138056236694
31,200,0,"A",0.0185746497561587,0.260427412639278,0.256505626475007,0.250829966295159,0.232235785438201
32,200,0,"A",0.0360332216405131,0.290249925109619,0.204787253836827,0.166975831610526,0.337987808897054
33,200,0,"A",0.0183588452804761,0.22287341550914,0.195019206564736,0.519104473813599,0.062988054367296
34,200,0,"A",0.0381454486823516,0.253158076033488,0.391283632911401,0.0291912021587217,0.326409860289727
35,200,0,"A",0.0395788387131073,0.316593882837562,0.0461594586402269,0.394243943802073,0.242978192381918
36,200,0,"A",0.0289200309234607,0.303962857840616,0.203044252789583,0.231419634682428,0.261574848899067
37,200,0,"A",0.022160642824763,0.188763210651506,0.360232677173248,0.210399192079114,0.240595862819717
38,200,0,"A",0.0245464195037639,0.236633213947281,0.0467075058322039,0.63521721194252,0.0814126775389851
39,200,0,"A",0.0179258814291835,0.235305588294161,0.208646112261662,0.374439144957722,0.181606903746391
40,200,0,"A",0.0243648025121091,0.255485950481707,0.297661896233266,0.198257707270517,0.248598668303965
41,200,0,"A",0.0373710895315314,0.171190011292913,0.490421054573395,0.0573932148845848,0.281004344978531
42,200,0,"A",0.0434554557509296,0.333617112910082,0.23110088480761,0.109122258124771,0.326159011996112
43,200,0,"A",0.0267860531372487,0.262919964327891,0.281251518963818,0.161200707541487,0.294632140861732
44,200,0,"A",0.0285752546521656,0.26562305518296,0.135081904830888,0.476149209993338,0.123119968258136
45,200,0,"A",0.0213832147774844,0.249765033588812,0.201087963176837,0.371253929758021,0.177886775701113
46,200,0,"A",0.0309120396594617,0.221082827194704,0.281928052131938,0.17994461355807,0.317053598091824
47,200,0,"A",0.0497006274186547,0.351034360965177,0.0696955218638885,0.354267589292862,0.22499201698666
48,200,0,"A",0.0243305549457876,0.277897780680446,0.0592940065690668,0.483309484021888,0.179499732932912
49,200,0,"A",0.0174390099444936,0.250778760874846,0.14911612023989,0.449839271818028,0.150265848441582
50,200,0,"A",0.0300515580707139,0.298623384531424,0.11076890466078,0.350998322632454,0.239614880426599
51,200,0,"A",0.0579034292453436,0.326979642402217,0.171250901833872,0.108083920591335,0.393663104513082
52,200,0,"A",0.00777363123780294,0.199350257553155,0.312114533284503,0.405295548332033,0.0832399399511732
53,200,0,"A",0.0288633095217124,0.225716842216853,0.266571931237319,0.222147682566093,0.285552963042028
54,200,0,"A",0.0554008913179326,0.406591499706999,0.045091274273038,0.231274331928952,0.317055599148588
55,200,0,"A",0.0246640871368042,0.264777459413309,0.135739663222081,0.359814054011004,0.239667363305177
56,200,0,"A",0.0122344737725451,0.220388813493691,0.243134374208422,0.390223822591801,0.146252584550071
57,200,0,"A",0.0521548675227503,0.246619276568951,0.309698072566234,0.0631776950682353,0.380513766718494
58,200,0,"A",0.0205539034675968,0.163833453285964,0.414165614895854,0.182257018576854,0.239738915412255
59,200,0,"A",0.0233166835090429,0.0699605505743137,0.630274972050886,0.0836503920672765,0.21608998585301
60,200,0,"A",0.0246782389136758,0.245406879647313,0.267222263808899,0.279516634740715,0.207846734810043
61,200,0,"A",0.0153042393996536,0.245683695997088,0.297087985983632,0.233629469197791,0.2236042734509
62,200,0,"A",0.0514319136748023,0.297301145261195,0.0142332747727558,0.600958268743689,0.0874881999367711
63,200,0,"A",0.0438467490067443,0.335157681333495,0.0217830587309145,0.45074036709433,0.192332470155638
64,200,0,"A",0.0352835913605509,0.21464150772706,0.327647688252801,0.104773501246444,0.352955551442555
65,200,0,"A",0.0193979468858903,0.138542109596125,0.47118517030946,0.151763685985692,0.238509024107681
66,200,0,"A",0.0525072027993876,0.341248914029448,0.236593669690221,0.0828475604753253,0.339299651285412
67,200,0,"A",0.0471106074697464,0.317071690704357,0.0110227172975187,0.497785443662297,0.174133871951832
68,200,0,"A",0.0471361991550132,0.363153696422292,0.0403520317230977,0.381750503934613,0.214760056404788
69,200,0,"A",0.0496659058559784,0.259755836766689,0.327144953134146,0.0495411612840272,0.363577098053528
70,200,0,"A",0.0209834399243219,0.220746484512624,0.342334855654933,0.14024059926298,0.296691804848963
71,200,0,"A",0.0457554635254696,0.202039115324131,0.41642837196584,0.0565142585411739,0.325015204057571
72,200,0,"A",0.049254492355486,0.384104675710859,0.0396732796317685,0.241163223470059,0.3350925249737
73,200,0,"A",0.0202433026350229,0.243356296207933,0.145057332778806,0.425229997187322,0.18634918398314
74,200,0,"A",0.0303961463058916,0.277883449196236,0.145170687160309,0.317279160481276,0.259673629375111
75,200,0,"A",0.0288795087311409,0.164956857887183,0.374503542677827,0.170123917800502,0.290403139701102
76,200,0,"A",0.0309594982089792,0.294532484751466,0.178468712741625,0.227548585290203,0.299450003090972
77,200,0,"A",0.0246680304809969,0.261837859738992,0.19899367991187,0.244447121254189,0.294725976300032
78,200,0,"A",0.0370549367442602,0.330718843599364,0.169828667811315,0.198021689339405,0.301440892266814
79,200,0,"A",0.0464582931370705,0.335542881788999,0.0174260170082776,0.44195243881659,0.205118269807826
80,200,0,"A",0.0292419499023871,0.242713387169147,0.311798471024529,0.162579919863884,0.282912193721224
81,200,0,"A",0.0265383232254199,0.150603238930791,0.508637072521748,0.10281011584964,0.237942508491175
82,200,0,"A",0.0213657244375797,0.151856267513681,0.393453845045477,0.184363633631008,0.27032352877251
83,200,0,"A",0.0658248846369501,0.119790741057825,0.509144202171626,0.019552974218619,0.351483754127616
84,200,0,"A",0.0318352699522092,0.295716280953015,0.139507928760095,0.302225736359039,0.262536647096517
85,200,0,"A",0.02540355657732,0.174221201597981,0.385781354064545,0.188038959445187,0.251941302337462
86,200,0,"A",0.0322145932076708,0.289606354388915,0.21799636589448,0.227447678206241,0.264943657162729
87,200,0,"A",0.059097145794562,0.12507347972104,0.497729056024425,0.0315174369631124,0.345655248387237
88,200,0,"A",0.024919492840739,0.263860156394941,0.0545049437982931,0.565300978753161,0.116334228729809
89,200,0,"A",0.028702887402835,0.177698903797366,0.476185263795622,0.0702957826144837,0.275824454312919
90,200,0,"A",0.0263391389445125,0.268797473188969,0.264764832357108,0.178929930016563,0.287512059407824
91,200,0,"A",0.0232539246994139,0.26594303637097,0.181190176073406,0.312610223768678,0.24025863491064
92,200,0,"A",0.00647341474575166,0.187880245457159,0.276729394228376,0.392977569274261,0.142413069982998
93,200,0,"A",0.014172293883847,0.2384037415666,0.19782843348667,0.391682993732719,0.172086020724987
94,200,0,"A",0.0413982818129359,0.332487578314893,0.070385082695115,0.346289971323912,0.250851961207525
95,200,0,"A",0.0652702361077899,0.229906390625168,0.361577892707125,0.0153076975893289,0.393249321159467
96,200,0,"A",0.0161147770102351,0.246031656745911,0.318351249055707,0.24512641927014,0.19050006174344
97,200,0,"A",0.0287624782932753,0.0806806291553428,0.609262322460497,0.0757032873964773,0.234332493651081
98,200,0,"A",0.0168650179017222,0.228053515738634,0.20430422627199,0.439996620514493,0.127639435496439
99,200,0,"A",0.0227546370246339,0.229262378345625,0.257653150049684,0.271750660345055,0.241333342453278
100,200,0,"A",0.0298392214119004,0.27996690303504,0.144928423731124,0.27041854845927,0.30469743700219
1,400,0,"A",0.0183241413255648,0.254688131608947,0.166657267044428,0.358107919499911,0.220548203814036
2,400,0,"A",0.0128904141659576,0.214395157071037,0.266667456811614,0.317355116933126,0.201582600766906
3,400,0,"A",0.0321647178890968,0.213708546758776,0.372679446098739,0.101649036046766,0.311975977536286
4,400,0,"A",0.0238509025682211,0.268532942000997,0.139716697856073,0.401804618103093,0.189942385210227
5,400,0,"A",0.0116931803643289,0.202846000842756,0.30864986718619,0.295447327439553,0.193057494117728
6,400,0,"A",0.0362436152487631,0.225977325346758,0.41389866779034,0.0685136312916022,0.291608713006236
7,400,0,"A",0.0459782190366073,0.338392032667819,0.0833124388547565,0.400204850674184,0.178075777814931
8,400,0,"A",0.0230253046368504,0.253626649282407,0.2017186509941,0.300980474267872,0.243674238287667
9,400,0,"A",0.0531344594047142,0.200912828453493,0.411631326658892,0.0392812402801041,0.348158403130263
10,400,0,"A",0.0212809780582281,0.250969407041932,0.247071620069314,0.261749777516921,0.240209893668506
11,400,0,"A",0.00759360063616494,0.171580033200847,0.321651893998048,0.366964934358356,0.139802230825555
12,400,0,"A",0.037711120052828,0.165507540643817,0.451219611937195,0.0751206665521834,0.308158968016008
13,400,0,"A",0.034268435460842,0.25435113670219,0.28032457446274,0.152736563248528,0.312585367064835
14,400,0,"A",0.0220294670193392,0.216470668970612,0.271871048162085,0.250410066705113,0.261246216809762
15,400,0,"A",0.0305480197028226,0.290469818655342,0.156809990661857,0.270055357608142,0.282664191149085
16,400,0,"A",0.0250888135251639,0.268982888067038,0.212580844791694,0.275605709190034,0.242826080590547
17,400,0,"A",0.0154451564484398,0.191731185608463,0.401874076612849,0.183393361073799,0.223002436601748
18,400,0,"A",0.0274388524469863,0.271448336976218,0.217875610593985,0.255247362621782,0.255420061869752
19,400,0,"A",0.0382944844813611,0.202173453370716,0.378675646864846,0.0958331543945336,0.323313572979439
20,400,0,"A",0.0349536216382643,0.296095841745922,0.233937040121642,0.170042074084832,0.299927629191967
21,400,0,"A",0.0439357197730223,0.361204848031099,0.0475979661403121,0.256191098797661,0.335038514469901
22,400,0,"A",0.0133430927475661,0.220281226697109,0.273918167328291,0.312646780778562,0.193154072152417
23,400,0,"A",0.0191106737140147,0.251836548105335,0.211548223412003,0.356596102025936,0.180016259936091
24,400,0,"A",0.0206546490779466,0.247860851958015,0.208699410515175,0.299178609139341,0.244267711581085
25,400,0,"A",0.0203807664693691,0.249530917731126,0.217423700465307,0.280651185554882,0.252391711319016
26,400,0,"A",0.0343682905766224,0.137343653430535,0.490566002553363,0.085527259261801,0.286555105369928
27,400,0,"A",0.0433888554077021,0.325329325983219,0.0550852283980966,0.457686984901106,0.161878459590845
28,400,0,"A",0.0517269742357603,0.086688707362012,0.605825776063935,0.0398454453109052,0.267582963477922
29,400,0,"A",0.0227494613047875,0.240074201541161,0.270512061639154,0.200947478221212,0.288474164032566
30,400,0,"A",0.0114698384330343,0.195649265174143,0.282411358424755,0.324487534056364,0.19745352737776
31,400,0,"A",0.0205435084463672,0.249086035762077,0.291604258139595,0.213412831838339,0.245901454422982
32,400,0,"A",0.0344109426814016,0.219246897522557,0.395265484172153,0.0955811645399089,0.289905568860437
33,400,0,"A",0.0222147276343047,0.279078606843944,0.158824458546906,0.326778265066143,0.235318828168372
34,400,0,"A",0.0242081740793731,0.291412620460363,0.133903684792363,0.369580739446845,0.205113242618958
35,400,0,"A",0.0341321693901481,0.309777626050152,0.153122997869109,0.287993960461853,0.249106904130841
36,400,0,"A",0.0260128843249968,0.265957049681344,0.214785258097213,0.251405880402315,0.267844777818441
37,400,0,"A",0.022107524752006,0.2687454075524,0.164073538595615,0.374524866567288,0.192654482464918
38,400,0,"A",0.016600821188955,0.229099587729501,0.260140449650516,0.297397062134832,0.213361937830573
39,400,0,"A",0.0220602239914485,0.238002318897233,0.286627686271608,0.215111750333974,0.260258504011888
40,400,0,"A",0.0247815302640661,0.278712998883031,0.197133775495603,0.304625603353165,0.21952897289946
41,400,0,"A",0.0362293902910911,0.211755281339475,0.40335609422162,0.0731240423572224,0.311760779949023
42,400,0,"A",0.0491726617869554,0.299253724698486,0.305719951026571,0.0428897928167486,0.352172390563399
43,400,0,"A",0.0237598425898085,0.225493290286859,0.415879320266295,0.108766972570008,0.249865710533293
44,400,0,"A",0.0274968519769268,0.28759346143171,0.159214277685678,0.301903958958962,0.251287790826585
45,400,0,"A",0.0270417560609811,0.280957622331317,0.117048298685168,0.473798688726187,0.128195755109135
46,400,0,"A",0.021100756884686,0.184237108627449,0.379345928080688,0.182137501131748,0.254280573274663
47,400,0,"A",0.0437965002601896,0.347604048743773,0.0881203886133143,0.320806043629833,0.243466597429482
48,400,0,"A",0.0232008699136722,0.258903727988069,0.222587169408153,0.289595635018374,0.228916956086242
49,400,0,"A",0.0227517942357385,0.205120663891843,0.311300815842089,0.225735285697006,0.257836367373574
50,400,0,"A",0.0316924665687808,0.29356581963014,0.0651554093130395,0.469964177354862,0.171314698100399
51,400,0,"A",0.0301471553122055,0.303179443009757,0.132678677652054,0.327047249634439,0.237096677208783
52,400,0,"A",0.0223253767981864,0.150616328501115,0.420589777538391,0.180447228880082,0.248338245141963
53,400,0,"A",0.0210114264095993,0.245840511790399,0.248602992052255,0.281714247948203,0.223839663229582
54,400,0,"A",0.0484444139219572,0.316770676753379,0.0698579450971928,0.517716273176171,0.0956307395058608
55,400,0,"A",0.0253402264482267,0.279241101060806,0.127511280286987,0.439263002806873,0.153984138702532
56,400,0,"A",0.0396718523465747,0.232761114711072,0.352232560362577,0.0849425290625678,0.330069678618911
57,400,0,"A",0.0150776919531592,0.217139126939401,0.238085310908188,0.340029476622866,0.204745046022557
58,400,0,"A",0.0222936467204519,0.202106655710189,0.369217930583493,0.179669717908986,0.249001997518393
59,400,0,"A",0.0278821447692437,0.156659361678044,0.432612084243421,0.125293755899923,0.285432944814889
60,400,0,"A",0.0273793789760178,0.296240534225719,0.153411858625785,0.328484565099403,0.221857758146708
61,400,0,"A",0.024950603989063,0.249963420071538,0.309416315554653,0.154826058550895,0.285803262685405
62,400,0,"A",0.029224193730421,0.277349463418857,0.220165770075548,0.239126735956665,0.263357337200364
63,400,0,"A",0.0377724171534987,0.320609274838637,0.0680434216137313,0.426344209205948,0.185001475998739
64,400,0,"A",0.0504564142107731,0.196008822592398,0.372553152852935,0.0672830912218525,0.364149538554929
65,400,0,"A",0.0417071183805615,0.175292406672047,0.443428770465967,0.0660042133033891,0.315262482653968
66,400,0,"A",0.052566108921633,0.374756227673424,0.0362815735300487,0.295899122084324,0.293054018373069
67,400,0,"A",0.0393605961371965,0.327013515112235,0.105584134567229,0.281403202448375,0.286005745123464
68,400,0,"A",0.0396192008738146,0.320052743878093,0.155418100461521,0.217022440200716,0.307507955231529
69,400,0,"A",0.0172066312306973,0.254662426757364,0.250429512818951,0.302550207608171,0.192360472005384
70,400,0,"A",0.0106278965527058,0.181647371895891,0.368282077610457,0.248522421583699,0.201548999249047
71,400,0,"A",0.0270740176544024,0.218912010960838,0.335452992836083,0.169157023131504,0.276467891861063
72,400,0,"A",0.0408859597290825,0.295556913041398,0.0479067491995344,0.515473136228004,0.141029761767631
73,400,0,"A",0.028340375959491,0.258184315968991,0.22408634926914,0.23098998200228,0.286736798993094
74,400,0,"A",0.023983751741486,0.25266137290867,0.242951763596614,0.270840593604729,0.233537594890808
